Key,Sessions,Page Views,Orders ,Units ,Revenue ,Total Time Spent
Z_FBW1979,187,345,0,0,0.00 ,"9,829 "
Z_FBM800,117,218,0,0,0.00 ,"9,796 "
Z_FBW1970,188,296,0,0,0.00 ,"9,749 "
Z_PFBW171,63,182,0,0,0.00 ,"9,714 "
Z_PFBW174,34,159,0,0,0.00 ,"9,662 "
Z_PFBW75,94,183,0,0,0.00 ,"9,640 "
Z_FBW124,8,93,0,0,0.00 ,"9,633 "
Z_PFBW350,72,258,1,1,277.00 ,"9,464 "
Z_PFBW59,84,236,0,0,0.00 ,"9,429 "
Z_PFBW42,107,278,0,0,0.00 ,"9,409 "
Z_PFBW317,27,68,0,0,0.00 ,"9,310 "
Z_PFBW359,42,143,0,0,0.00 ,"9,272 "
Z_PFBW307,44,143,1,1,69.00 ,"9,224 "
Z_PFBW199,44,133,0,0,0.00 ,"9,220 "
Z_PFBW332,58,202,1,1,350.00 ,"9,192 "
Z_PFBW226,28,187,2,2,540.00 ,"9,152 "
Z_PFBW131,20,104,0,0,0.00 ,"9,121 "
Z_PFBW279,52,178,1,1,48.00 ,"9,105 "
Z_FBW1904,147,212,0,0,0.00 ,"8,973 "
Z_PFBW6,65,150,0,0,0.00 ,"8,920 "
Z_FBW1917,119,166,0,0,0.00 ,"8,914 "
Z_PFBW29,138,286,0,0,0.00 ,"8,883 "
Z_FBW1997,72,179,0,0,0.00 ,"8,848 "
Z_PFBW170,41,111,0,0,0.00 ,"8,836 "
Z_PFBW228,39,102,0,0,0.00 ,"8,786 "
Z_PFBW260,53,182,2,3,483.00 ,"8,747 "
Z_FBW1599,43,119,0,0,0.00 ,"8,737 "
Z_PFBW188,57,203,0,0,0.00 ,"8,728 "
Z_FBW1996,99,246,0,0,0.00 ,"8,680 "
Z_PFBW89,112,259,0,0,0.00 ,"8,553 "
Z_FBW1890,132,175,0,0,0.00 ,"8,552 "
Z_PFBW7,84,186,0,0,0.00 ,"8,551 "
Z_FBW1897,192,251,0,0,0.00 ,"8,540 "
Z_FBW1714,22,142,1,1,295.00 ,"8,530 "
Z_FBW1518,25,158,0,0,0.00 ,"8,419 "
Z_FBM819,142,275,0,0,0.00 ,"8,272 "
Z_PFBM11,33,121,0,0,0.00 ,"8,254 "
Z_FBW1606,69,191,0,0,0.00 ,"8,188 "
Z_PFBW244,41,157,1,1,175.00 ,"8,099 "
Z_PFBW8,99,195,0,0,0.00 ,"8,084 "
Z_PFBW16,26,100,0,0,0.00 ,"8,024 "
Z_PFBW342,66,160,0,0,0.00 ,"7,966 "
Z_PFBW235,49,146,0,0,0.00 ,"7,882 "
Z_FBW2029,77,171,0,0,0.00 ,"7,831 "
Z_PFBW206,40,134,0,0,0.00 ,"7,806 "
Z_PFBW88,45,87,0,0,0.00 ,"7,738 "
Z_PFBW154,38,134,2,5,391.00 ,"7,637 "
Z_PFBW156,63,179,0,0,0.00 ,"7,592 "
Z_FBW1716,18,142,0,0,0.00 ,"7,586 "
Z_PFBW242,66,184,0,0,0.00 ,"7,560 "
Z_FBW2007,128,279,0,0,0.00 ,"7,555 "
Z_PFBW179,56,134,0,0,0.00 ,"7,539 "
"Z_PFBW136,",12,88,0,0,0.00 ,"7,435 "
Z_PFBW181,48,115,0,0,0.00 ,"7,362 "
Z_PFBW71,66,170,0,0,0.00 ,"7,313 "
Z_PFBW324,58,167,0,0,0.00 ,"7,293 "
Z_PFBW66,24,102,1,1,20.00 ,"7,253 "
Z_FBW2005,96,211,0,0,0.00 ,"7,163 "
Z_PFBW4,60,129,0,0,0.00 ,"7,149 "
Z_PFBW190,33,159,1,1,50.00 ,"7,129 "
Z_PFBM2,48,165,0,0,0.00 ,"7,108 "
Z_PFBW325,23,83,0,0,0.00 ,"7,093 "
Z_PFBW210,44,112,0,0,0.00 ,"7,080 "
Z_FBW1896,146,182,0,0,0.00 ,"7,065 "
Z_FBW1961,105,226,0,0,0.00 ,"6,992 "
Z_FBW1685,20,79,0,0,0.00 ,"6,947 "
Z_FBW1899,134,196,0,0,0.00 ,"6,909 "
Z_FBW2028,93,182,0,0,0.00 ,"6,900 "
Z_FBW1891,105,145,0,0,0.00 ,"6,887 "
Z_FBW2019,61,160,0,0,0.00 ,"6,846 "
Z_PFBW51,90,191,0,0,0.00 ,"6,839 "
Z_PFBW269,54,133,0,0,0.00 ,"6,782 "
Z_FBW1694,6,64,0,0,0.00 ,"6,772 "
Z_FBW1992,110,220,0,0,0.00 ,"6,550 "
Z_FBW1952,106,230,0,0,0.00 ,"6,465 "
Z_PFBW341,50,147,0,0,0.00 ,"6,462 "
Z_PFBW26,76,149,0,0,0.00 ,"6,454 "
Z_PFBW306,48,151,0,0,0.00 ,"6,391 "
Z_PFBW34,91,173,0,0,0.00 ,"6,388 "
Z_FBW1740,62,175,0,0,0.00 ,"6,296 "
Z_FBW1687,14,57,0,0,0.00 ,"6,263 "
Z_PFBW39,113,235,0,0,0.00 ,"6,147 "
Z_FBW1893,124,168,0,0,0.00 ,"6,099 "
Z_PFBW334,24,103,0,0,0.00 ,"6,093 "
Z_FBW1915,97,141,0,0,0.00 ,"6,088 "
Z_FBM817,157,273,0,0,0.00 ,"6,069 "
Z_FBM798,67,124,0,0,0.00 ,"5,953 "
Z_FBW1778,5,32,0,0,0.00 ,"5,930 "
Z_FBW1689,18,67,0,0,0.00 ,"5,855 "
Z_PFBW165,23,110,1,1,155.00 ,"5,836 "
Z_PFBW296,51,142,0,0,0.00 ,"5,800 "
Z_FBW1591,64,146,0,0,0.00 ,"5,799 "
Z_FBW1598,35,71,0,0,0.00 ,"5,777 "
Z_FBW2032,80,180,0,0,0.00 ,"5,729 "
Z_FBW1960,139,277,0,0,0.00 ,"5,660 "
Z_FBM837,141,211,0,0,0.00 ,"5,635 "
Z_PFBW54,39,105,0,0,0.00 ,"5,634 "
Z_PFBW57,58,142,0,0,0.00 ,"5,612 "
Z_FBW2031,91,198,0,0,0.00 ,"5,549 "
Z_PFBW65,48,118,0,0,0.00 ,"5,443 "
Z_FBW2020,69,140,0,0,0.00 ,"5,421 "
Z_FBW1590,33,108,0,0,0.00 ,"5,272 "
Z_PFBW323,38,124,0,0,0.00 ,"5,250 "
Z_PFBW278,29,130,0,0,0.00 ,"5,222 "
Z_FBW1601,69,130,1,1,177.00 ,"5,211 "
Z_FBW1969,121,207,0,0,0.00 ,"5,202 "
Z_PFBW96,31,94,0,0,0.00 ,"5,167 "
Z_PFBW289,23,71,0,0,0.00 ,"5,081 "
Z_FBW1911,66,95,0,0,0.00 ,"5,076 "
Z_PFBW92,44,92,0,0,0.00 ,"5,074 "
Z_FBW1425,8,83,1,1,315.00 ,"5,068 "
Z_PFBW318,31,69,0,0,0.00 ,"5,039 "
Z_PFBW3,43,89,0,0,0.00 ,"5,033 "
Z_PFBW40,57,128,0,0,0.00 ,"4,992 "
Z_FBM821,136,232,0,0,0.00 ,"4,943 "
Z_FBW1895,103,144,0,0,0.00 ,"4,869 "
Z_FBW2004,59,138,0,0,0.00 ,"4,850 "
Z_FBW2016,57,149,0,0,0.00 ,"4,818 "
Z_FBW1576,11,90,0,0,0.00 ,"4,778 "
Z_FBW1912,90,122,0,0,0.00 ,"4,767 "
Z_FBW1968,118,191,0,0,0.00 ,"4,744 "
Z_FBM816,120,193,0,0,0.00 ,"4,692 "
Z_FBW1802,20,101,0,0,0.00 ,"4,691 "
Z_PFBM7,20,97,1,1,48.00 ,"4,663 "
Z_PFBW172,14,89,0,0,0.00 ,"4,653 "
Z_FBM794,74,146,0,0,0.00 ,"4,582 "
Z_FBM822,128,247,0,0,0.00 ,"4,513 "
Z_FBW1788,6,62,0,0,0.00 ,"4,508 "
Z_FBW1588,16,77,1,1,145.00 ,"4,436 "
Z_FBW1719,7,22,1,1,137.00 ,"4,421 "
Z_FBM813,146,213,0,0,0.00 ,"4,401 "
Z_FBW1706,18,111,0,0,0.00 ,"4,383 "
Z_PFBW86,38,98,0,0,0.00 ,"4,335 "
Z_FBW2018,67,125,0,0,0.00 ,"4,331 "
Z_FBM788,76,172,0,0,0.00 ,"4,326 "
Z_FBW1787,12,38,0,0,0.00 ,"4,090 "
Z_PFBW18,43,98,0,0,0.00 ,"4,068 "
Z_PFBW60,19,48,0,0,0.00 ,"4,056 "
Z_PFBW314,36,88,0,0,0.00 ,"4,024 "
Z_PFBW237,16,77,0,0,0.00 ,"4,008 "
Z_FBM843,17,90,0,0,0.00 ,"3,978 "
Z_FBM823,127,178,0,0,0.00 ,"3,973 "
Z_PFBW41,60,135,0,0,0.00 ,"3,923 "
Z_PFBW50,27,74,0,0,0.00 ,"3,794 "
Z_FBW2033,69,140,0,0,0.00 ,"3,791 "
Z_FBW221,4,24,0,0,0.00 ,"3,782 "
Z_FBW1953,113,188,0,0,0.00 ,"3,663 "
Z_PFBW90,41,110,0,0,0.00 ,"3,633 "
Z_PFBW121,26,62,0,0,0.00 ,"3,629 "
Z_PFBM8,28,65,0,0,0.00 ,"3,613 "
Z_FBW1994,80,198,1,1,48.00 ,"3,592 "
Z_PFBW94,19,63,0,0,0.00 ,"3,583 "
Z_PFBW5,38,90,0,0,0.00 ,"3,577 "
Z_PFBW58,15,58,0,0,0.00 ,"3,575 "
Z_PFBW282,29,99,0,0,0.00 ,"3,558 "
Z_PFBW236,16,89,0,0,0.00 ,"3,497 "
Z_FBW2008,67,106,0,0,0.00 ,"3,456 "
Z_FBW1278,3,26,0,0,0.00 ,"3,444 "
Z_FBW1910,62,80,0,0,0.00 ,"3,410 "
Z_FBW1918,64,81,0,0,0.00 ,"3,369 "
Z_FBM815,111,160,0,0,0.00 ,"3,365 "
Z_FBW1699,11,53,0,0,0.00 ,"3,362 "
Z_FBW1723,13,38,0,0,0.00 ,"3,340 "
Z_PFBW298,19,55,0,0,0.00 ,"3,213 "
Z_PFBW77,53,99,0,0,0.00 ,"3,128 "
Z_PFBW70,13,74,0,0,0.00 ,"3,127 "
Z_PFBW52,21,47,0,0,0.00 ,"3,076 "
Z_PFBW147,26,80,0,0,0.00 ,"3,075 "
Z_FBW2009,65,113,0,0,0.00 ,"3,027 "
Z_PFBW33,76,117,0,0,0.00 ,"3,022 "
Z_FBM830,141,181,0,0,0.00 ,"2,989 "
Z_FBW1619,6,26,0,0,0.00 ,"2,988 "
Z_FBW1577,13,57,0,0,0.00 ,"2,969 "
Z_FBW1786,12,66,0,0,0.00 ,"2,939 "
Z_FBM805,44,106,0,0,0.00 ,"2,878 "
Z_PFBW361,23,91,0,0,0.00 ,"2,877 "
Z_FBM824,139,179,0,0,0.00 ,"2,873 "
Z_PFBW78,31,57,0,0,0.00 ,"2,853 "
Z_PFBW74,37,83,0,0,0.00 ,"2,847 "
Z_PFBW15,27,73,0,0,0.00 ,"2,832 "
Z_PFBW80,43,80,0,0,0.00 ,"2,766 "
Z_FBW2017,68,126,0,0,0.00 ,"2,715 "
Z_FBM803,60,100,0,0,0.00 ,"2,690 "
Z_FBW1710,8,36,0,0,0.00 ,"2,655 "
Z_FBW1550,7,49,0,0,0.00 ,"2,602 "
Z_FBW350,4,9,0,0,0.00 ,"2,562 "
Z_PFBW11,27,85,0,0,0.00 ,"2,545 "
Z_PFBW183,12,77,0,0,0.00 ,"2,488 "
Z_PFBW17,21,70,0,0,0.00 ,"2,436 "
Z_FBM836,125,148,0,0,0.00 ,"2,407 "
Z_PFBM5,40,113,0,0,0.00 ,"2,395 "
Z_FBM827,118,160,0,0,0.00 ,"2,393 "
Z_FBW1605,26,74,0,0,0.00 ,"2,384 "
Z_PFBW208,21,55,0,0,0.00 ,"2,365 "
Z_FBW1773,15,24,0,0,0.00 ,"2,331 "
Z_PFBW62,41,99,0,0,0.00 ,"2,329 "
Z_PFBW72,7,23,0,0,0.00 ,"2,324 "
Z_FBW1597,33,53,0,0,0.00 ,"2,316 "
Z_FBW1776,5,37,0,0,0.00 ,"2,309 "
Z_FBW1724,10,75,0,0,0.00 ,"2,307 "
Z_FBM808,59,110,0,0,0.00 ,"2,269 "
Z_FBW1552,8,27,0,0,0.00 ,"2,260 "
Z_FBM795,65,146,0,0,0.00 ,"2,241 "
Z_FBM812,128,154,0,0,0.00 ,"2,231 "
Z_FBW1704,7,26,0,0,0.00 ,"2,206 "
Z_PFBW9,36,80,0,0,0.00 ,"2,172 "
Z_PFBM12,12,70,0,0,0.00 ,"2,144 "
Z_FBM810,75,91,0,0,0.00 ,"2,141 "
Z_FBW1720,14,60,0,0,0.00 ,"2,136 "
Z_FBW1792,16,36,0,0,0.00 ,"2,130 "
Z_PFBW262,13,58,0,0,0.00 ,"2,103 "
Z_FBW1563,8,23,0,0,0.00 ,"2,064 "
Z_FBW2006,61,110,0,0,0.00 ,"2,063 "
Z_FBM802,47,78,0,0,0.00 ,"2,036 "
Z_PFBW327,14,67,0,0,0.00 ,"2,017 "
Z_PFBW107,17,47,0,0,0.00 ,"1,947 "
Z_FBM807,56,73,0,0,0.00 ,"1,930 "
Z_PFBW326,9,33,0,0,0.00 ,"1,906 "
Z_FBM796,72,114,0,0,0.00 ,"1,898 "
Z_FBM818,137,184,0,0,0.00 ,"1,880 "
Z_FBW1920,77,96,0,0,0.00 ,"1,876 "
Z_FBM435,1,10,0,0,0.00 ,"1,827 "
Z_FBW1358,2,8,0,0,0.00 ,"1,795 "
Z_FBM799,66,96,0,0,0.00 ,"1,794 "
Z_PFBM4,11,39,0,0,0.00 ,"1,758 "
Z_FBM784,56,122,0,0,0.00 ,"1,748 "
Z_PFBW101,7,13,0,0,0.00 ,"1,738 "
Z_FBW1919,58,75,0,0,0.00 ,"1,727 "
Z_FBW1703,13,18,0,0,0.00 ,"1,693 "
Z_FBW1903,74,97,0,0,0.00 ,"1,678 "
Z_FBW295,12,23,0,0,0.00 ,"1,664 "
Z_FBW1658,7,38,0,0,0.00 ,"1,662 "
Z_FBW1697,7,33,0,0,0.00 ,"1,651 "
Z_PFBW12,25,43,0,0,0.00 ,"1,651 "
Z_FBW402,2,24,0,0,0.00 ,"1,646 "
Z_PFBW352,16,44,0,0,0.00 ,"1,604 "
Z_FBM789,75,133,0,0,0.00 ,"1,590 "
Z_PFBW287,22,38,0,0,0.00 ,"1,586 "
Z_FBW1444,9,40,0,0,0.00 ,"1,574 "
Z_FBW1574,5,13,0,0,0.00 ,"1,567 "
Z_PFBW56,19,37,0,0,0.00 ,"1,562 "
Z_FBW1596,20,28,0,0,0.00 ,"1,539 "
Z_FBW1354,2,5,0,0,0.00 ,"1,493 "
Z_FBW1424,2,5,0,0,0.00 ,"1,485 "
Z_FBW1549,2,25,0,0,0.00 ,"1,482 "
Z_FBW2030,60,88,0,0,0.00 ,"1,476 "
Z_FBW1571,2,10,0,0,0.00 ,"1,474 "
Z_FBW1488,1,33,0,0,0.00 ,"1,469 "
Z_FBW1413,6,15,0,0,0.00 ,"1,435 "
Z_FBM790,46,75,0,0,0.00 ,"1,394 "
Z_FBM835,143,173,0,0,0.00 ,"1,390 "
Z_FBW1367,2,30,0,0,0.00 ,"1,350 "
Z_PFBW280,6,14,0,0,0.00 ,"1,298 "
Z_FBM826,127,151,0,0,0.00 ,"1,285 "
Z_FBM831,139,165,0,0,0.00 ,"1,232 "
Z_PFBW76,26,49,0,0,0.00 ,"1,231 "
Z_FBW1721,10,26,0,0,0.00 ,"1,210 "
Z_FBW488,7,15,0,0,0.00 ,"1,208 "
Z_FBW1561,2,8,0,0,0.00 ,"1,179 "
Z_FBM801,71,85,0,0,0.00 ,"1,174 "
Z_FBM833,111,139,0,0,0.00 ,"1,166 "
Z_FBW1460,8,20,0,0,0.00 ,"1,164 "
Z_FBW1696,12,20,0,0,0.00 ,"1,085 "
Z_FBW1553,4,17,0,0,0.00 ,"1,079 "
Z_FBW662,1,2,0,0,0.00 ,"1,065 "
Z_FBW1525,2,22,0,0,0.00 ,"1,038 "
Z_FBW1341,1,16,0,0,0.00 ,"1,033 "
Z_FBW1308,3,11,0,0,0.00 ,"1,020 "
Z_FBM829,132,144,0,0,0.00 ,"1,000 "
Z_PFBW309,9,28,0,0,0.00 ,994 
Z_FBW1498,7,15,0,0,0.00 ,983 
Z_FBM791,38,60,0,0,0.00 ,965 
Z_FBW1709,5,23,0,0,0.00 ,941 
Z_FBW1688,3,12,0,0,0.00 ,940 
Z_FBM804,67,82,0,0,0.00 ,938 
Z_FBM809,57,60,0,0,0.00 ,934 
Z_PFBW200,6,24,0,0,0.00 ,927 
Z_FBW1489,1,15,0,0,0.00 ,921 
Z_PFBW345,4,11,0,0,0.00 ,898 
Z_FBM842,5,29,0,0,0.00 ,891 
Z_FBW2021,54,79,0,0,0.00 ,876 
Z_FBW1587,8,31,0,0,0.00 ,870 
Z_FBW1575,5,10,0,0,0.00 ,846 
Z_FBW1567,4,26,0,0,0.00 ,841 
Z_FBW1439,2,24,0,0,0.00 ,837 
Z_PFBW218,10,24,0,0,0.00 ,836 
Z_PFBW369,2,2,0,0,0.00 ,790 
Z_FBW1570,1,21,0,0,0.00 ,787 
Z_FBW1516,3,5,0,0,0.00 ,787 
Z_FBW1569,3,30,0,0,0.00 ,773 
Z_PFBW344,10,28,0,0,0.00 ,763 
Z_PFBW219,12,39,0,0,0.00 ,754 
Z_FBW1134,9,27,0,0,0.00 ,741 
Z_FBW1603,6,20,0,0,0.00 ,740 
Z_PFBM10,15,34,0,0,0.00 ,740 
Z_FBM844,14,32,0,0,0.00 ,736 
Z_FBW1506,1,8,0,0,0.00 ,729 
Z_FBM832,136,150,0,0,0.00 ,720 
Z_FBW706,1,7,0,0,0.00 ,715 
Z_FBW1476,1,20,0,0,0.00 ,689 
Z_FBW1717,8,19,0,0,0.00 ,664 
Z_FBW1611,6,15,0,0,0.00 ,655 
Z_FBW1287,4,14,0,0,0.00 ,617 
Z_FBW1430,3,9,0,0,0.00 ,599 
Z_FBW1477,2,9,0,0,0.00 ,598 
Z_FBW959,1,7,0,0,0.00 ,597 
Z_FBW237,5,18,0,0,0.00 ,595 
Z_FBW1241,2,9,0,0,0.00 ,595 
Z_FBM540,1,3,0,0,0.00 ,594 
Z_FBW1756,4,13,0,0,0.00 ,573 
Z_FBW1496,7,15,0,0,0.00 ,564 
Z_FBW1700,7,11,0,0,0.00 ,552 
Z_FBW1481,4,17,0,0,0.00 ,544 
Z_FBW525,1,15,0,0,0.00 ,538 
Z_FBW1433,1,3,0,0,0.00 ,513 
Z_FBW1462,1,1,0,0,0.00 ,513 
Z_FBW1268,1,4,0,0,0.00 ,504 
Z_FBW1466,4,15,0,0,0.00 ,500 
Z_FBW1513,4,9,0,0,0.00 ,495 
Z_FBW1659,3,5,0,0,0.00 ,481 
Z_FBW1545,2,10,0,0,0.00 ,466 
Z_FBW1505,1,1,0,0,0.00 ,463 
Z_PFBW273,9,23,0,0,0.00 ,452 
Z_PFBW364,2,3,0,0,0.00 ,439 
Z_FBW1769,5,6,0,0,0.00 ,437 
Z_PFBW64,20,24,0,0,0.00 ,429 
Z_FBW449,1,11,0,0,0.00 ,424 
Z_FBW1693,3,5,0,0,0.00 ,419 
Z_FBW1679,13,16,0,0,0.00 ,418 
Z_FBW679,1,7,0,0,0.00 ,416 
Z_FBW1712,12,29,0,0,0.00 ,412 
Z_FBW638,2,8,0,0,0.00 ,403 
Z_FBW1604,5,15,0,0,0.00 ,400 
Z_FBW1722,7,16,0,0,0.00 ,388 
Z_FBW,1,3,0,0,0.00 ,382 
Z_FBW1484,5,15,0,0,0.00 ,377 
Z_PFBW68,11,17,0,0,0.00 ,374 
Z_FBW1407,7,16,0,0,0.00 ,372 
Z_FBW181,1,1,0,0,0.00 ,366 
Z_FBW1377,1,5,0,0,0.00 ,342 
Z_PFBW103,7,16,0,0,0.00 ,340 
Z_FBW1314,3,9,0,0,0.00 ,333 
Z_FBW786,1,4,0,0,0.00 ,333 
Z_FBW967,1,8,0,0,0.00 ,331 
Z_FBW1531,3,11,0,0,0.00 ,325 
Z_FBW1486,3,7,0,0,0.00 ,322 
Z_FBW804,2,8,0,0,0.00 ,319 
Z_FBW2040look,6,16,0,0,0.00 ,313 
Z_FBW98,2,3,0,0,0.00 ,310 
Z_FBW1504,1,3,0,0,0.00 ,304 
Z_FBW262,1,1,0,0,0.00 ,299 
Z_FBW1443,3,9,0,0,0.00 ,292 
Z_FBW423,1,1,0,0,0.00 ,285 
Z_FBW887,1,3,0,0,0.00 ,284 
Z_FBM838,119,122,0,0,0.00 ,275 
Z_FBW1356,1,4,0,0,0.00 ,274 
Z_FBW1480,3,7,0,0,0.00 ,270 
Z_PFBW316,9,14,0,0,0.00 ,269 
Z_FBW653,2,6,0,0,0.00 ,266 
Z_FBW1276,1,5,0,0,0.00 ,263 
Z_FBW1793,13,18,0,0,0.00 ,258 
Z_FBW1179,1,2,0,0,0.00 ,254 
Z_FBW1235,2,2,0,0,0.00 ,252 
Z_FBW1264,3,3,0,0,0.00 ,247 
Z_FBW1528,1,5,0,0,0.00 ,245 
Z_FBW1671,5,8,0,0,0.00 ,244 
Z_FBW1725,16,32,0,0,0.00 ,241 
Z_FBW1253,1,9,0,0,0.00 ,236 
Z_FBW826,2,2,0,0,0.00 ,234 
Z_FBW145,1,6,0,0,0.00 ,228 
Z_FBM785,56,67,0,0,0.00 ,227 
Z_FBW1309,1,4,0,0,0.00 ,224 
Z_FBW240,2,6,0,0,0.00 ,220 
Z_FBM130,1,7,0,0,0.00 ,216 
Z_FBW1305,2,8,0,0,0.00 ,209 
Z_FBW1289,1,3,0,0,0.00 ,204 
Z_FBW1475,1,1,0,0,0.00 ,202 
Z_FBW207,5,13,0,0,0.00 ,201 
Z_FBW133,1,7,0,0,0.00 ,197 
Z_FBW1713,5,10,0,0,0.00 ,193 
Z_FBW1389,2,3,0,0,0.00 ,193 
Z_PFBM6,5,12,0,0,0.00 ,188 
Z_FBW1470,2,9,0,0,0.00 ,187 
Z_FBW1559,2,6,0,0,0.00 ,178 
Z_FBW898,3,22,0,0,0.00 ,178 
Z_FBW1428,2,8,0,0,0.00 ,175 
Z_FBW1474,2,6,0,0,0.00 ,174 
Z_FBW1763,13,17,0,0,0.00 ,166 
Z_FBM99,2,7,0,0,0.00 ,160 
Z_FBW1162,1,2,0,0,0.00 ,155 
Z_FBW222,1,1,0,0,0.00 ,153 
Z_FBW1692,5,8,0,0,0.00 ,150 
Z_FBW1468,1,4,0,0,0.00 ,149 
Z_PFBW201,5,7,0,0,0.00 ,149 
Z_FBW1463,1,4,0,0,0.00 ,148 
Z_FBW1285,1,3,0,0,0.00 ,145 
Z_FBW23,2,2,0,0,0.00 ,144 
Z_FBW1512,2,4,0,0,0.00 ,142 
Z_FBW1158,1,2,0,0,0.00 ,140 
Z_PFBM3,7,10,0,0,0.00 ,140 
Z_FBM782,4,13,0,0,0.00 ,137 
Z_FBW1783,8,11,0,0,0.00 ,136 
Z_FBW875,1,1,0,0,0.00 ,136 
Z_FBW1369,1,6,0,0,0.00 ,130 
Z_FBW1453,1,4,0,0,0.00 ,126 
Z_FBW518,1,2,0,0,0.00 ,122 
Z_FBW1794,12,15,0,0,0.00 ,121 
Z_FBW1705,14,16,0,0,0.00 ,120 
Z_FBW1440,1,2,0,0,0.00 ,118 
Z_FBM706,1,6,0,0,0.00 ,117 
Z_FBW330,1,1,0,0,0.00 ,115 
Z_FBW1478,1,3,0,0,0.00 ,115 
Z_FBM623,1,6,0,0,0.00 ,111 
Z_FBW235,1,6,0,0,0.00 ,109 
Z_FBW819,1,3,0,0,0.00 ,105 
Z_PFBW395,1,1,0,0,0.00 ,100 
Z_FBM758,1,3,0,0,0.00 ,99 
Z_FBW1414,1,2,0,0,0.00 ,97 
Z_FBW1485,1,4,0,0,0.00 ,95 
Z_FBM787,43,45,0,0,0.00 ,86 
Z_FBW1797,5,6,0,0,0.00 ,83 
Z_FBW1620,2,5,0,0,0.00 ,81 
Z_FBM431,1,3,0,0,0.00 ,78 
Z_FBW1557,1,2,0,0,0.00 ,78 
Z_FBW1753,10,11,0,0,0.00 ,77 
Z_FBW1353,1,3,0,0,0.00 ,73 
Z_FBW1524,1,2,0,0,0.00 ,72 
Z_FBW772,1,1,0,0,0.00 ,70 
Z_FBW1673,1,2,0,0,0.00 ,67 
Z_FBW1426,2,7,0,0,0.00 ,64 
Z_FBW1667,2,3,0,0,0.00 ,62 
Z_FBW1750,16,16,0,0,0.00 ,61 
Z_FBW1790,5,6,0,0,0.00 ,61 
Z_FBW1666,1,1,0,0,0.00 ,59 
Z_FBW1675,1,2,0,0,0.00 ,58 
Z_FBW1555,1,3,0,0,0.00 ,57 
Z_FBW1348,1,6,0,0,0.00 ,56 
Z_FBW1796,12,14,0,0,0.00 ,56 
Z_FBW960,1,3,0,0,0.00 ,55 
Z_FBW1711,2,5,0,0,0.00 ,54 
Z_PFBW20,2,2,0,0,0.00 ,54 
Z_FBW1411,1,2,0,0,0.00 ,53 
Z_PFBW25,3,6,0,0,0.00 ,51 
Z_FBW1621,1,4,0,0,0.00 ,49 
Z_FBW1665,1,2,0,0,0.00 ,48 
Z_FBW1674,1,3,0,0,0.00 ,45 
Z_FBW642,1,2,0,0,0.00 ,45 
Z_PFBW408,1,1,0,0,0.00 ,45 
Z_FBM619,1,2,0,0,0.00 ,44 
Z_FBW1660,1,2,0,0,0.00 ,43 
Z_PFBW47,2,2,0,0,0.00 ,43 
Z_FBM527,1,5,0,0,0.00 ,42 
Z_FBW1661,1,2,0,0,0.00 ,41 
Z_FBW204,1,1,0,0,0.00 ,40 
Z_FBW1663,1,2,0,0,0.00 ,39 
Z_FBW1672,1,2,0,0,0.00 ,38 
Z_FBW1670,2,3,0,0,0.00 ,35 
Z_FBW329,1,2,0,0,0.00 ,35 
Z_FBM769,1,2,0,0,0.00 ,35 
Z_FBW378,1,2,0,0,0.00 ,35 
Z_PFBW362,1,2,0,0,0.00 ,35 
Z_FBW1662,1,2,0,0,0.00 ,34 
Z_PFBW373,2,2,0,0,0.00 ,34 
Z_FBW1676,1,2,0,0,0.00 ,33 
Z_FBW1669,1,2,0,0,0.00 ,30 
Z_FBW1668,1,2,0,0,0.00 ,27 
Z_FBW1690,3,4,0,0,0.00 ,27 
Z_PFBW363,2,3,0,0,0.00 ,27 
Z_FBW1536,1,3,0,0,0.00 ,26 
Z_FBW1702,5,7,0,0,0.00 ,25 
Z_PFBW365,2,3,0,0,0.00 ,24 
Z_FBW1465,1,2,0,0,0.00 ,21 
Z_FBW1218,1,3,0,0,0.00 ,21 
Z_FBW1532,2,5,0,0,0.00 ,19 
Z_FBW1715,2,3,0,0,0.00 ,19 
Z_PFBW48,3,3,0,0,0.00 ,19 
Z_PFBW49,2,2,0,0,0.00 ,19 
Z_FBW1701,2,2,0,0,0.00 ,18 
Z_FBW1385,1,2,0,0,0.00 ,18 
Z_PFBW366,2,2,0,0,0.00 ,18 
Z_FBW1695,2,3,0,0,0.00 ,17 
Z_FBW1707,2,3,0,0,0.00 ,17 
Z_PFBW21,6,6,0,0,0.00 ,17 
Z_FBW979,1,1,0,0,0.00 ,17 
Z_PFBW368,2,2,0,0,0.00 ,17 
Z_FBW1664,2,2,0,0,0.00 ,16 
Z_PFBW23,2,2,0,0,0.00 ,16 
Z_FBW1534,2,3,0,0,0.00 ,16 
Z_PFBW370,2,3,0,0,0.00 ,16 
Z_FBW1698,11,12,0,0,0.00 ,15 
Z_FBW85,1,2,0,0,0.00 ,15 
Z_FBW1182,1,2,0,0,0.00 ,15 
Z_PFBW22,2,2,0,0,0.00 ,15 
Z_PFBW367,2,2,0,0,0.00 ,15 
Z_FBW1412,1,2,0,0,0.00 ,14 
Z_FBW1677,1,1,0,0,0.00 ,14 
Z_FBW1274,1,2,0,0,0.00 ,14 
Z_PFBW44,3,3,0,0,0.00 ,14 
Z_PFBW45,3,3,0,0,0.00 ,14 
